160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
169	167	222
160	160	128
169	166	222
160	160	128
160	160	128
169	166	222
169	166	222
169	166	222
169	165	222
169	165	222
169	165	222
169	165	222
169	165	222
170	164	222
170	164	222
170	164	222
170	164	222
170	164	222
171	164	222
171	163	222
171	163	222
172	163	222
172	163	222
173	163	222
173	163	222
173	162	222
174	162	222
174	162	222
175	162	222
175	161	222
175	161	222
175	161	222
175	160	222
174	160	222
174	160	222
174	159	222
174	159	222
174	159	222
174	158	222
174	158	222
174	158	222
174	157	222
174	157	222
174	157	222
175	156	222
223	143	222
222	141	222
222	140	222
160	160	128
221	139	222
160	160	128
220	137	222
160	160	128
220	136	222
160	160	128
219	135	222
219	134	222
218	132	222
217	131	222
217	130	222
216	129	222
216	127	222
215	126	222
215	125	222
214	123	222
213	122	222
212	121	222
212	120	222
211	118	222
210	117	222
210	116	222
209	115	222
208	114	222
208	112	222
207	111	222
206	109	222
206	108	222
205	106	222
204	105	222
204	103	222
203	102	222
202	100	222
201	98	222
200	96	222
200	94	222
199	93	222
195	96	222
191	100	222
188	102	222
186	104	222
183	107	222
179	110	222
177	112	222
175	113	222
174	115	222
160	160	128
165	140	222
164	141	222
163	144	222
162	144	222
162	145	222
162	144	222
161	144	222
161	143	222
161	143	222
161	142	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
141	144	222
160	160	128
141	144	222
160	160	128
140	144	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
150	160	222
150	160	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
146	162	222
160	160	128
147	162	222
160	160	128
147	163	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
